	GPS Time	 Device Time	 Longitude	 Latitude	GPS Speed (Meters/second)	 Horizontal Dilution of Precision	 Altitude	 Bearing	 G(x)	 G(y)	 G(z)	 G(calibrated)	Engine RPM(rpm)	Engine Load(%)	Speed (GPS)(km/h)	Throttle Position(Manifold)(%)	Engine Coolant Temperature(Â°C)	Acceleration Sensor(Total)(g)	Road Structure
30	Tue Nov 01 17:34:29 GMT+08:00 2016	01-Nov-2016 17:34:28.909	103.32551151	2.02760809	2.25	6.0	74.0	66.5	-0.8086416	1.5783775	9.184157	0.023001859	1192.75	41.1764717102	8.0999994278	13.72549057006836	90.0	0.0230018589646	Straight Road
31	Tue Nov 01 17:34:30 GMT+08:00 2016	01-Nov-2016 17:34:29.908	103.32552241	2.02763146	3.0	5.0	71.0	62.4	-1.0821792	0.6434417	10.01315	0.033030927	1330.5	41.1764717102	10.7999992371	16.078432083129883	90.0	0.0330309271812	Straight Road
32	Tue Nov 01 17:34:31 GMT+08:00 2016	01-Nov-2016 17:34:30.907	103.32555286	2.02763231	3.0	6.0	71.0	63.2	-0.18794483	1.388637	9.952098	0.04349214	1330.5	19.2156867981	10.7999992371	12.15686321258545	90.0	0.0434921383858	Straight Road
33	Tue Nov 01 17:34:32 GMT+08:00 2016	01-Nov-2016 17:34:31.907	103.32560278	2.0276626	3.75	6.0	71.0	52.2	-0.45250413	2.0925324	9.604341	0.018305574	1530.75	36.0784301758	13.5	19.60784339904785	90.0	0.0183055736125	Straight Road
34	Tue Nov 01 17:34:33 GMT+08:00 2016	01-Nov-2016 17:34:32.906	103.32564314	2.02766326	3.75	6.0	71.0	57.2	-0.35793316	1.5957354	9.559449	0.021529168	2042.25	41.1764717102	13.5	19.60784339904785	89.0	0.0215291678905	Straight Road
35	Tue Nov 01 17:34:34 GMT+08:00 2016	01-Nov-2016 17:34:33.906	103.32567558	2.0277103	4.25	8.0	69.0	48.7	0.2765303	1.5819688	9.515156	-0.010398364	2042.25	41.1764717102	15.2999992371	20.0	89.0	-0.0103983636945	Straight Road
36	Tue Nov 01 17:34:35 GMT+08:00 2016	01-Nov-2016 17:34:34.907	103.32571562	2.02775461	5.0	8.0	68.0	45.9	0.23642741	1.5705963	9.624691	0.013379455	1604.0	56.0784339905	18.0	22.352941513061523	89.0	0.0133794546127	Straight Road
37	Tue Nov 01 17:34:36 GMT+08:00 2016	01-Nov-2016 17:34:35.908	103.32578014	2.02781937	7.0	9.0	65.0	44.1	0.30645782	1.8423382	9.560646	-0.00869	1852.25	56.0784339905	25.1999988556	22.352941513061523	89.0	-0.00868999958038	Straight Road
38	Tue Nov 01 17:34:37 GMT+08:00 2016	01-Nov-2016 17:34:36.914	103.32580822	2.02790717	8.0	11.0	64.0	33.6	-0.08499416	1.9985598	10.5123415	0.011750379	1852.25	56.8627471924	28.7999992371	23.13725471496582	89.0	0.00562085956335	Straight Road
39	Tue Nov 01 17:34:38 GMT+08:00 2016	01-Nov-2016 17:34:37.907	103.32586457	2.02800254	9.25	15.0	64.0	32.1	0.04129998	1.6687586	10.039486	0.032208424	2072.0	54.1176490784	33.2999992371	23.13725471496582	89.0	0.0322084240615	Straight Road
40	Tue Nov 01 17:34:39 GMT+08:00 2016	01-Nov-2016 17:34:38.907	103.32596037	2.02811246	10.75	15.0	62.0	35.2	0.22625206	1.4311341	8.960898	0.03241639	2335.25	51.3725509644	38.7000007629	23.13725471496582	89.0	0.0324163883924	Straight Road
41	Tue Nov 01 17:34:40 GMT+08:00 2016	01-Nov-2016 17:34:39.907	103.32597197	2.02817102	10.5	13.0	68.0	31.4	0.6715736	1.5041572	10.409989	0.09336442	2335.25	51.3725509644	37.7999992371	23.13725471496582	89.0	0.0933644175529	Straight Road
42	Tue Nov 01 17:34:41 GMT+08:00 2016	01-Nov-2016 17:34:40.907	103.32604477	2.02830246	12.5	7.0	66.0	27.2	0.5021838	1.3036429	9.891046	0.0372687	2334.0	49.8039207458	45.0	20.0	89.0	0.0372686982155	Straight Road
43	Tue Nov 01 17:34:42 GMT+08:00 2016	01-Nov-2016 17:34:41.907	103.32609416	2.02842642	12.75	6.0	64.0	27.7	0.18854338	1.1881226	9.416994	-0.007140398	1794.5	49.8039207458	45.8999977112	20.0	89.0	-0.00714039802551	Straight Road
44	Tue Nov 01 17:34:43 GMT+08:00 2016	01-Nov-2016 17:34:42.906	103.32613039	2.02853322	13.25	6.0	63.0	26.8	0.015562311	1.0468647	9.582193	-0.0032596425	1794.5	48.6274528503	47.6999969482	20.0	89.0	-0.00325964251533	Straight Road
45	Tue Nov 01 17:34:44 GMT+08:00 2016	01-Nov-2016 17:34:43.908	103.32616141	2.02862603	13.25	5.0	63.0	24.9	0.47884035	1.377863	10.081984	0.028240928	1841.5	49.0196075439	47.6999969482	20.0	89.0	0.0282409284264	Straight Road
46	Tue Nov 01 17:34:45 GMT+08:00 2016	01-Nov-2016 17:34:44.906	103.32621787	2.02871876	13.25	6.0	61.0	25.1	-0.43155485	1.6992847	9.962274	0.0501284	1858.5	49.0196075439	47.6999969482	20.0	89.0	0.0501284003258	Straight Road
47	Tue Nov 01 17:34:46 GMT+08:00 2016	01-Nov-2016 17:34:45.907	103.32627732	2.02880678	13.25	6.0	59.0	26.7	-0.30406362	1.395221	9.940127	-0.0022123843	1858.5	49.0196075439	47.6999969482	20.39215660095215	89.0	-0.00221238425002	Straight Road
48	Tue Nov 01 17:34:47 GMT+08:00 2016	01-Nov-2016 17:34:46.907	103.32633846	2.02890493	14.0	6.0	59.0	27.8	-0.27234045	1.4089876	9.799467	0.027664738	1883.75	51.3725509644	50.3999977112	21.176471710205078	89.0	0.0276647377759	Straight Road
49	Tue Nov 01 17:34:48 GMT+08:00 2016	01-Nov-2016 17:34:47.908	103.32640109	2.02902021	14.0	5.0	59.0	25.8	0.062249243	1.4395138	9.190742	-0.01172086	1873.0	51.3725509644	50.3999977112	21.176471710205078	89.0	-0.011720860377	Straight Road
50	Tue Nov 01 17:34:49 GMT+08:00 2016	01-Nov-2016 17:34:48.906	103.32644706	2.02914551	14.25	10.0	60.0	23.2	0.33997664	1.1965023	9.524135	-0.0018954277	1873.0	38.8235282898	51.2999992371	15.29411792755127	89.0	-0.00189542770386	Straight Road
51	Tue Nov 01 17:34:50 GMT+08:00 2016	01-Nov-2016 17:34:49.906	103.32649349	2.02927133	14.25	10.0	61.0	22.8	-0.15143326	0.24540567	9.501988	-0.011951804	1754.75	13.7254905701	51.2999992371	9.803921699523926	89.0	-0.0119518041611	Straight Road
52	Tue Nov 01 17:34:51 GMT+08:00 2016	01-Nov-2016 17:34:50.906	103.32654134	2.0293837	14.0	10.0	62.0	21.9	0.023942016	0.6218939	9.22426	-0.017621726	1135.75	14.9019613266	50.3999977112	9.803921699523926	89.0	-0.0176217257977	Straight Road
53	Tue Nov 01 17:34:52 GMT+08:00 2016	01-Nov-2016 17:34:51.906	103.32659303	2.02949319	13.25	10.0	61.0	22.2	0.2801216	0.60693014	9.593566	-0.011639312	1135.75	14.9019613266	47.6999969482	9.803921699523926	89.0	-0.0116393119097	Straight Road
54	Tue Nov 01 17:34:53 GMT+08:00 2016	01-Nov-2016 17:34:52.908	103.3266358	2.02961006	13.25	10.0	62.0	20.4	0.31423897	0.75956047	9.780912	0.0006158054	1117.75	18.8235301971	47.6999969482	12.15686321258545	89.0	0.000615805387497	Straight Road
55	Tue Nov 01 17:34:54 GMT+08:00 2016	01-Nov-2016 17:34:53.906	103.32667307	2.02972746	13.25	10.0	63.0	20.7	-0.047285482	0.85293436	9.84795	0.02663809	1225.25	20.7843132019	47.6999969482	12.15686321258545	89.0	0.0266380906105	Straight Road
56	Tue Nov 01 17:34:55 GMT+08:00 2016	01-Nov-2016 17:34:54.906	103.32671478	2.02983684	13.0	10.0	62.0	23.7	0.49320555	1.0702082	9.7007065	0.03275765	1371.25	20.7843132019	46.7999992371	14.901961326599121	90.0	0.0327576510608	Straight Road
57	Tue Nov 01 17:34:56 GMT+08:00 2016	01-Nov-2016 17:34:55.907	103.32675578	2.02996423	13.75	10.0	61.0	21.3	0.40342298	1.0654198	9.662998	-0.02218507	1371.25	30.9803924561	49.5	15.29411792755127	90.0	-0.0221850704402	Straight Road
58	Tue Nov 01 17:34:57 GMT+08:00 2016	01-Nov-2016 17:34:56.911	103.32679872	2.03008599	13.75	10.0	62.0	20.6	0.12150574	0.84575176	9.669582	0.0069706603	1276.25	19.2156867981	49.5	15.29411792755127	90.0	0.00697066029534	Straight Road
59	Tue Nov 01 17:34:58 GMT+08:00 2016	01-Nov-2016 17:34:57.907	103.32685763	2.03021227	14.25	11.0	62.0	22.1	-0.0035913025	0.62368953	10.012551	0.047392223	1276.25	19.2156867981	51.2999992371	13.333333969116211	90.0	0.0473922230303	Straight Road
60	Tue Nov 01 17:34:59 GMT+08:00 2016	01-Nov-2016 17:34:58.909	103.32689766	2.03034191	14.0	10.0	61.0	19.3	-0.2837129	0.60932434	9.506777	-0.009490609	1195.5	8.23529434204	50.3999977112	9.803921699523926	90.0	-0.00949060916901	Straight Road
61	Tue Nov 01 17:35:00 GMT+08:00 2016	01-Nov-2016 17:34:59.907	103.32693632	2.03046835	13.75	10.0	60.0	18.2	0.094570965	0.6218939	10.415376	0.03218153	1135.75	12.9411764145	49.5	9.803921699523926	90.0	0.0321815311909	Straight Road
62	Tue Nov 01 17:35:01 GMT+08:00 2016	01-Nov-2016 17:35:00.909	103.32697745	2.03057879	13.5	10.0	60.0	18.2	-0.23523031	0.60932434	9.7479925	0.0028576576	1012.5	26.2745094299	48.5999984741	9.803921699523926	90.0	0.0028576576151	Straight Road
63	Tue Nov 01 17:35:02 GMT+08:00 2016	01-Nov-2016 17:35:01.906	103.32701556	2.03069108	13.0	10.0	59.0	17.2	-0.014963761	0.6955156	10.094553	-0.010649581	1212.25	23.9215698242	46.7999992371	12.941176414489746	90.0	-0.0106495814398	Straight Road
64	Tue Nov 01 17:35:03 GMT+08:00 2016	01-Nov-2016 17:35:02.908	103.32705649	2.03079821	13.25	10.0	60.0	18.1	0.089184016	0.8487445	8.977059	-0.061781526	1161.75	23.137254715	47.6999969482	12.549019813537598	90.0	0.0329881310463	Straight Road
65	Tue Nov 01 17:35:04 GMT+08:00 2016	01-Nov-2016 17:35:03.909	103.32708121	2.03093243	14.0	12.0	61.0	16.1	-0.15801731	0.5021838	8.77834	-0.08455634	1166.0	24.7058830261	50.3999977112	10.588235855102539	90.0	-0.0845563411713	Straight Road
66	Tue Nov 01 17:35:05 GMT+08:00 2016	01-Nov-2016 17:35:04.907	103.32710707	2.0310444	12.75	11.0	60.0	15.0	-0.47046062	0.53929394	8.956709	-0.025296945	1014.25	15.6862745285	45.8999977112	9.803921699523926	89.0	-0.0252969451249	Straight Road
67	Tue Nov 01 17:35:06 GMT+08:00 2016	01-Nov-2016 17:35:05.907	103.32714166	2.03114704	12.5	11.0	60.0	15.0	0.048482586	0.557849	10.016143	-0.028557545	1021.0	15.6862745285	45.0	9.803921699523926	89.0	-0.0285575445741	Straight Road
68	Tue Nov 01 17:35:07 GMT+08:00 2016	01-Nov-2016 17:35:06.908	103.32717822	2.03126706	12.75	11.0	59.0	15.5	0.04129998	-0.074220255	10.008362	0.023015559	994.5	16.0784320831	45.8999977112	9.803921699523926	89.0	0.0230155587196	Straight Road
69	Tue Nov 01 17:35:08 GMT+08:00 2016	01-Nov-2016 17:35:07.907	103.32720784	2.03136946	12.5	12.0	59.0	16.5	-0.11432313	-0.4177882	8.735844	-0.08940214	969.0	16.862745285	45.0	9.803921699523926	89.0	-0.0894021391869	Straight Road
70	Tue Nov 01 17:35:09 GMT+08:00 2016	01-Nov-2016 17:35:08.907	103.32722623	2.03148225	12.25	14.0	58.0	12.8	0.24001873	-0.42437226	9.618107	0.005476925	925.0	17.254901886	44.0999984741	9.803921699523926	89.0	0.00547692505643	Straight Road
71	Tue Nov 01 17:35:10 GMT+08:00 2016	01-Nov-2016 17:35:09.907	103.32723898	2.03156358	10.5	12.0	59.0	11.2	0.43275195	-0.91219085	10.230424	-0.0074202335	835.5	18.0392150879	37.7999992371	9.803921699523926	89.0	-0.00742023345083	Straight Road
72	Tue Nov 01 17:35:11 GMT+08:00 2016	01-Nov-2016 17:35:10.906	103.32726274	2.03165608	10.5	12.0	59.0	12.5	0.56323594	-1.376666	9.584588	0.029814571	769.5	20.7843132019	37.7999992371	9.803921699523926	89.0	0.0298145711422	Straight Road
73	Tue Nov 01 17:35:12 GMT+08:00 2016	01-Nov-2016 17:35:11.911	103.32723231	2.03170068	8.75	12.0	59.0	9.5	-0.16519992	-0.75237787	9.931747	0.012539779	704.5	22.745098114	31.5	9.803921699523926	89.0	0.0125397788361	Straight Road
74	Tue Nov 01 17:35:13 GMT+08:00 2016	01-Nov-2016 17:35:12.908	103.32724049	2.03176375	7.0	11.0	59.0	10.4	0.19632454	0.82719666	9.562442	-0.0023903847	774.75	24.3137264252	25.1999988556	9.803921699523926	89.0	-0.00239038467407	Straight Road
75	Tue Nov 01 17:35:14 GMT+08:00 2016	01-Nov-2016 17:35:13.907	103.32724772	2.03182552	6.25	12.0	58.0	7.6	-0.11372458	0.8595184	9.462483	0.001694878	782.5	30.5882358551	22.5	12.941176414489746	89.0	0.00169487798121	Straight Road
76	Tue Nov 01 17:35:15 GMT+08:00 2016	01-Nov-2016 17:35:14.907	103.32725487	2.03191161	6.75	13.0	59.0	6.0	0.24001873	1.1390414	9.878476	0.010484213	982.5	28.235294342	24.2999992371	12.941176414489746	89.0	0.0104842130095	Straight Road
77	Tue Nov 01 17:35:16 GMT+08:00 2016	01-Nov-2016 17:35:15.908	103.32723888	2.03197721	7.0	13.0	59.0	1.2	0.2100912	1.2755109	9.527127	-0.00093603134	1185.5	31.372549057	25.1999988556	14.901961326599121	89.0	-0.000936031341553	Straight Road
78	Tue Nov 01 17:35:17 GMT+08:00 2016	01-Nov-2016 17:35:16.926	103.32726409	2.03202351	6.5	14.0	59.0	10.1	-0.21428105	1.400608	9.841965	0.032601774	1259.25	39.2156867981	23.3999996185	16.078432083129883	89.0	0.0326017737389	Straight Road
79	Tue Nov 01 17:35:18 GMT+08:00 2016	01-Nov-2016 17:35:17.908	103.32722842	2.03206575	6.0	14.0	58.0	6.0	-0.25139117	1.2413936	9.372103	0.004779812	1344.5	39.6078453064	21.5999984741	16.078432083129883	89.0	0.00477981194854	Straight Road
80	Tue Nov 01 17:35:19 GMT+08:00 2016	01-Nov-2016 17:35:18.907	103.32728037	2.03211698	6.5	15.0	57.0	19.2	-0.52732295	0.31483752	9.303867	-0.010796214	1187.25	14.509803772	23.3999996185	9.803921699523926	89.0	-0.0107962144539	Straight Road
81	Tue Nov 01 17:35:20 GMT+08:00 2016	01-Nov-2016 17:35:19.909	103.32731211	2.03223514	8.5	14.0	57.0	16.6	-0.7068881	-0.79607207	9.488221	-0.005662044	1261.5	12.9411764145	30.5999984741	9.803921699523926	89.0	-0.00566204404458	Straight Road
82	Tue Nov 01 17:35:21 GMT+08:00 2016	01-Nov-2016 17:35:20.909	103.32732914	2.03232632	9.25	13.0	56.0	12.9	-0.44113165	-0.9331401	9.886257	0.03225082	1193.0	14.117647171	33.2999992371	9.803921699523926	89.0	0.0322508215904	Straight Road
83	Tue Nov 01 17:35:22 GMT+08:00 2016	01-Nov-2016 17:35:21.911	103.32734946	2.03246908	10.5	13.0	56.0	10.5	-0.98341835	-0.89303726	9.510966	-0.0020717978	1170.0	14.509803772	37.7999992371	9.803921699523926	89.0	-0.00207179784775	Straight Road
84	Tue Nov 01 17:35:23 GMT+08:00 2016	01-Nov-2016 17:35:22.933	103.32736361	2.03256609	10.25	13.0	56.0	10.6	-0.7685388	-0.7565677	9.442732	0.0017901026	1111.25	15.2941179276	36.8999977112	9.803921699523926	89.0	0.00179010257125	Straight Road
85	Tue Nov 01 17:35:24 GMT+08:00 2016	01-Nov-2016 17:35:23.909	103.3273634	2.03261137	9.25	13.0	55.0	5.2	-0.712275	-1.3946224	9.1751795	0.017576428	945.5	12.5490198135	33.2999992371	9.803921699523926	89.0	0.0175764281303	Straight Road
86	Tue Nov 01 17:35:25 GMT+08:00 2016	01-Nov-2016 17:35:24.908	103.32735914	2.03269074	9.0	13.0	55.0	0.9	-0.7092823	-1.6035166	9.68694	0.03502798	857.0	12.5490198135	32.3999977112	9.803921699523926	89.0	0.0350279808044	Straight Road
87	Tue Nov 01 17:35:26 GMT+08:00 2016	01-Nov-2016 17:35:25.906	103.32735916	2.03277094	8.0	13.0	56.0	357.0	-0.84694886	-1.6166847	9.841965	0.03936273	785.75	13.3333339691	28.7999992371	9.803921699523926	89.0	0.0393627285957	Roundabout
88	Tue Nov 01 17:35:27 GMT+08:00 2016	01-Nov-2016 17:35:26.907	103.32734651	2.03285184	8.0	15.0	54.0	356.6	-1.6352397	0.6607997	9.920375	0.0028694377	689.5	14.117647171	28.7999992371	9.803921699523926	89.0	0.00286943768151	Roundabout
89	Tue Nov 01 17:35:28 GMT+08:00 2016	01-Nov-2016 17:35:27.907	103.32737598	2.032925	7.75	16.0	54.0	2.7	-1.2755109	0.29747957	10.006566	0.03133726	760.5	16.862745285	27.8999996185	9.803921699523926	89.0	0.0313372612	Roundabout
90	Tue Nov 01 17:35:29 GMT+08:00 2016	01-Nov-2016 17:35:28.908	103.32728619	2.03294304	6.75	14.0	53.0	325.5	-1.6190789	1.0582372	9.239224	-0.0010980666	757.0	46.2745094299	24.2999992371	15.686274528503418	89.0	-0.00109806656837	Roundabout
91	Tue Nov 01 17:35:30 GMT+08:00 2016	01-Nov-2016 17:35:29.909	103.3272137	2.03295817	6.75	12.0	52.0	310.9	-0.6943185	1.1653777	10.041881	0.051934898	1327.0	34.1176490784	24.2999992371	15.686274528503418	89.0	0.0519348978996	Roundabout
92	Tue Nov 01 17:35:31 GMT+08:00 2016	01-Nov-2016 17:35:30.908	103.32716542	2.03299781	7.5	12.0	53.0	299.3	-0.17896658	1.769315	9.662399	0.020497024	1376.75	47.0588226318	27.0	19.60784339904785	89.0	0.0204970240593	Roundabout
93	Tue Nov 01 17:35:32 GMT+08:00 2016	01-Nov-2016 17:35:31.907	103.32710683	2.03303239	7.25	12.0	52.0	297.2	-0.533907	1.8106151	8.617331	-0.031415764	1781.25	50.1960792542	26.0999984741	21.176471710205078	89.0	-0.0314157642424	Roundabout
94	Tue Nov 01 17:35:33 GMT+08:00 2016	01-Nov-2016 17:35:32.907	103.32705156	2.03301441	7.5	12.0	49.0	294.6	-0.6392518	0.9935937	9.674371	0.007894863	1804.75	54.9019622803	27.0	21.568628311157227	89.0	0.00789486337453	Roundabout
95	Tue Nov 01 17:35:34 GMT+08:00 2016	01-Nov-2016 17:35:33.908	103.32696702	2.03306298	8.5	12.0	50.0	293.5	-1.2378023	1.5717934	10.448297	0.06191109	1828.0	54.9019622803	30.5999984741	22.352941513061523	89.0	0.0619110912085	Roundabout
96	Tue Nov 01 17:35:35 GMT+08:00 2016	01-Nov-2016 17:35:34.907	103.32684561	2.03310831	10.25	11.0	51.0	288.9	-1.6376339	1.5903485	9.709086	0.035700858	1844.25	54.509803772	36.8999977112	22.352941513061523	89.0	0.0357008576393	Roundabout
97	Tue Nov 01 17:35:36 GMT+08:00 2016	01-Nov-2016 17:35:35.909	103.32677026	2.03310419	10.5	11.0	48.0	284.9	-1.513734	0.61650693	9.15842	0.0018710527	1877.5	56.8627471924	37.7999992371	23.13725471496582	89.0	0.00187105266377	Straight Road
98	Tue Nov 01 17:35:37 GMT+08:00 2016	01-Nov-2016 17:35:36.908	103.32663786	2.03309187	12.0	10.0	49.0	271.5	-0.94451255	1.6424223	9.168595	-0.01115222	1853.0	57.6470603943	43.1999969482	23.13725471496582	89.0	-0.0100462054834	Straight Road
99	Tue Nov 01 17:35:38 GMT+08:00 2016	01-Nov-2016 17:35:37.907	103.32650587	2.03309116	13.25	11.0	48.0	269.1	-0.504578	1.3628993	9.824008	0.007966941	1938.5	58.0392150879	47.6999969482	23.52941131591797	89.0	0.00796694122255	Straight Road
100	Tue Nov 01 17:35:39 GMT+08:00 2016	01-Nov-2016 17:35:38.907	103.32639757	2.03305536	13.5	11.0	49.0	264.5	-1.0199299	1.2012907	10.621876	0.0052188756	1989.5	59.6078453064	48.5999984741	24.705883026123047	89.0	0.00521887559444	Straight Road
101	Tue Nov 01 17:35:40 GMT+08:00 2016	01-Nov-2016 17:35:39.907	103.32627481	2.03299977	13.75	12.0	49.0	260.4	-0.9091981	1.2934675	9.613917	0.0074179303	2041.5	58.0392150879	49.5	23.52941131591797	89.0	0.0074179302901	Straight Road
102	Tue Nov 01 17:35:41 GMT+08:00 2016	01-Nov-2016 17:35:40.907	103.32616093	2.03298041	13.75	13.0	50.0	260.4	-1.1510124	0.7667431	9.470863	0.037299387	2022.25	30.1960792542	49.5	17.647058486938477	89.0	0.037299387157	Straight Road
103	Tue Nov 01 17:35:42 GMT+08:00 2016	01-Nov-2016 17:35:41.921	103.32601794	2.03300735	14.25	14.0	50.0	267.2	-1.2731167	0.7368156	8.974665	0.02579882	1454.25	12.5490198135	51.2999992371	9.803921699523926	89.0	0.0337731763721	Straight Road
104	Tue Nov 01 17:35:43 GMT+08:00 2016	01-Nov-2016 17:35:42.909	103.32588263	2.03300931	15.0	15.0	50.0	268.7	-1.2629414	0.47465047	10.293272	0.07723826	1344.25	15.6862745285	54.0	9.803921699523926	89.0	0.0772382616997	Straight Road
105	Tue Nov 01 17:35:44 GMT+08:00 2016	01-Nov-2016 17:35:43.907	103.32573647	2.03297988	14.75	14.0	50.0	264.3	-1.2090719	1.7340006	9.050082	-0.022402612	1410.25	22.3529415131	53.0999984741	11.764705657958984	89.0	-0.0224026124924	Straight Road
106	Tue Nov 01 17:35:45 GMT+08:00 2016	01-Nov-2016 17:35:44.907	103.32561652	2.03291236	14.5	13.0	50.0	253.2	0.95827925	1.6418238	9.745598	0.037319995	1463.5	26.6666679382	52.1999969482	14.901961326599121	89.0	0.0373199954629	Straight Road
107	Tue Nov 01 17:35:46 GMT+08:00 2016	01-Nov-2016 17:35:45.907	103.32548285	2.03283347	14.75	13.0	50.0	249.0	-0.34476504	0.3345897	10.000581	0.027192766	1504.0	37.6470603943	53.0999984741	16.078432083129883	89.0	0.0271927658468	Straight Road
108	Tue Nov 01 17:35:47 GMT+08:00 2016	01-Nov-2016 17:35:46.915	103.32537301	2.03269557	15.5	11.0	48.0	236.2	-0.7158663	1.2228385	8.798691	-0.07253349	1510.75	39.2156867981	55.7999992371	16.47058868408203	89.0	-0.0725334882736	Straight Road
109	Tue Nov 01 17:35:48 GMT+08:00 2016	01-Nov-2016 17:35:47.907	103.32526216	2.03261894	15.75	11.0	48.0	234.5	1.2150574	1.8836381	9.022549	-0.033312082	1428.5	40.7843132019	56.6999969482	16.47058868408203	89.0	-0.0333120822906	Straight Road
110	Tue Nov 01 17:35:49 GMT+08:00 2016	01-Nov-2016 17:35:48.907	103.3251395	2.03253548	15.75	10.0	48.0	233.3	-0.676362	0.81163436	8.173206	-0.01823593	1433.75	39.6078453064	56.6999969482	16.078432083129883	89.0	-0.0182359293103	Straight Road
111	Tue Nov 01 17:35:50 GMT+08:00 2016	01-Nov-2016 17:35:49.907	103.32503031	2.03245459	15.75	10.0	47.0	232.7	0.43035775	1.0462662	9.554062	-0.022008557	1449.5	38.4313735962	56.6999969482	16.078432083129883	89.0	-0.0220085568726	Straight Road
112	Tue Nov 01 17:35:51 GMT+08:00 2016	01-Nov-2016 17:35:50.907	103.32491847	2.03235979	16.0	10.0	47.0	231.8	0.7433996	0.7368156	8.057087	0.0025667613	1452.0	30.5882358551	57.5999984741	14.901961326599121	89.0	0.00256676133722	Straight Road
113	Tue Nov 01 17:35:52 GMT+08:00 2016	01-Nov-2016 17:35:51.907	103.32479823	2.03227418	16.25	10.0	48.0	232.1	0.45190558	0.6099229	10.937312	0.1365965	1472.5	20.392156601	58.5	13.333333969116211	89.0	0.136596500874	Straight Road
114	Tue Nov 01 17:35:53 GMT+08:00 2016	01-Nov-2016 17:35:52.907	103.32468637	2.03217742	16.5	10.0	46.0	232.0	0.41060558	0.6607997	8.907029	-0.06958914	1419.5	16.4705886841	59.3999977112	11.372549057006836	89.0	-0.069589138031	Straight Road
