	GPS Time	 Device Time	 Longitude	 Latitude	GPS Speed (Meters/second)	 Horizontal Dilution of Precision	 Altitude	 Bearing	 G(x)	 G(y)	 G(z)	 G(calibrated)	Engine RPM(rpm)	Engine Load(%)	Speed (GPS)(km/h)	Throttle Position(Manifold)(%)	Engine Coolant Temperature(Â°C)	Acceleration Sensor(Total)(g)	Road Structure
202	Tue Nov 01 17:37:21 GMT+08:00 2016	01-Nov-2016 17:37:20.907	103.32360434	2.03106845	0.75	13.0	42.0	240.6	1.3826514	1.0348936	9.677363	0.027466003	1441.0	40.3921585083	2.69999980927	15.29411792755127	93.0	0.0274660028517	Intersection
203	Tue Nov 01 17:37:22 GMT+08:00 2016	01-Nov-2016 17:37:21.907	103.32360308	2.03107843	0.75	12.0	42.0	340.8	0.6667852	0.7260417	9.280524	0.030459631	1291.5	40.7843132019	2.69999980927	15.29411792755127	94.0	0.0304596312344	Intersection
204	Tue Nov 01 17:37:23 GMT+08:00 2016	01-Nov-2016 17:37:22.907	103.32362109	2.03108255	1.0	11.0	42.0	77.8	0.33877954	1.3090298	9.504382	-0.001797293	1379.75	43.5294113159	3.59999990463	15.29411792755127	94.0	-0.0017972929636	Intersection
205	Tue Nov 01 17:37:24 GMT+08:00 2016	01-Nov-2016 17:37:23.907	103.32364115	2.03107385	1.25	10.0	41.0	103.4	0.14425065	1.8417397	10.283695	0.084067285	1531.25	49.0196075439	4.5	19.60784339904785	94.0	0.0840672850609	Intersection
206	Tue Nov 01 17:37:25 GMT+08:00 2016	01-Nov-2016 17:37:24.908	103.32368037	2.03104715	3.5	11.0	42.0	122.2	-0.13826515	1.6124948	9.239224	-0.0023188107	1978.5	47.4509811401	12.5999994278	20.0	94.0	-0.00231881067157	Intersection
207	Tue Nov 01 17:37:26 GMT+08:00 2016	01-Nov-2016 17:37:25.909	103.32371262	2.03101356	4.0	11.0	42.0	135.9	-0.30645782	1.881244	9.9233675	0.015082921	1991.0	58.4313735962	14.3999996185	20.39215660095215	94.0	0.0150829209015	Intersection
208	Tue Nov 01 17:37:27 GMT+08:00 2016	01-Nov-2016 17:37:26.912	103.32374752	2.03096681	5.25	11.0	42.0	142.7	-0.16938977	2.0087352	9.993997	0.02912669	1808.0	64.3137283325	18.8999996185	26.666667938232422	94.0	0.0254832953215	Straight Road
209	Tue Nov 01 17:37:28 GMT+08:00 2016	01-Nov-2016 17:37:27.909	103.32379107	2.03089715	5.75	12.0	42.0	149.0	-0.04189853	1.893215	9.461885	0.0026414394	1894.5	64.3137283325	20.6999988556	27.05882453918457	94.0	0.00264143943787	Straight Road
210	Tue Nov 01 17:37:29 GMT+08:00 2016	01-Nov-2016 17:37:28.907	103.32378353	2.03081677	7.5	11.0	43.0	159.5	-0.13826515	2.006341	9.619903	0.020821631	1952.25	64.7058868408	27.0	27.45098114013672	94.0	0.0208216309547	Straight Road
211	Tue Nov 01 17:37:30 GMT+08:00 2016	01-Nov-2016 17:37:29.919	103.32378228	2.03074637	8.25	11.0	44.0	159.9	-0.5279215	1.858499	9.694721	-0.007438147	2039.0	63.5294113159	29.6999988556	27.45098114013672	94.0	-0.00743814697489	Straight Road
212	Tue Nov 01 17:37:31 GMT+08:00 2016	01-Nov-2016 17:37:30.907	103.32382501	2.03066569	9.0	10.0	44.0	159.1	-0.20171149	1.6579847	9.196129	0.00329113	2089.25	58.0392150879	32.3999977112	27.45098114013672	95.0	0.00329113006592	Straight Road
213	Tue Nov 01 17:37:32 GMT+08:00 2016	01-Nov-2016 17:37:31.907	103.32381506	2.03056654	10.0	10.0	43.0	161.4	-1.0965444	1.1330559	8.738237	0.0059579783	2139.25	45.490196228	36.0	20.0	95.0	0.00595797831193	Straight Road
214	Tue Nov 01 17:37:33 GMT+08:00 2016	01-Nov-2016 17:37:32.909	103.32387345	2.03047535	10.5	10.0	42.0	157.9	-0.7906851	0.93613285	10.323798	0.078761995	1441.0	34.1176490784	37.7999992371	17.254901885986328	95.0	0.0787619948387	Straight Road
215	Tue Nov 01 17:37:34 GMT+08:00 2016	01-Nov-2016 17:37:33.908	103.32392451	2.03038038	10.75	10.0	41.0	153.4	-1.7178397	0.7541735	9.231443	-0.026418226	1432.5	36.0784301758	38.7000007629	15.29411792755127	95.0	-0.0264182258397	Curve Road
216	Tue Nov 01 17:37:35 GMT+08:00 2016	01-Nov-2016 17:37:34.916	103.32396615	2.03029328	10.25	10.0	41.0	147.9	-1.3066356	0.7410054	9.123704	0.0050396663	1420.5	36.4705886841	36.8999977112	15.29411792755127	95.0	0.00503966631368	Curve Road
217	Tue Nov 01 17:37:36 GMT+08:00 2016	01-Nov-2016 17:37:35.909	103.32402497	2.03022052	10.0	10.0	42.0	145.1	-1.2108675	0.39264908	9.486425	-0.021201968	1416.75	43.5294113159	36.0	16.86274528503418	95.0	-0.0229669474065	Curve Road
218	Tue Nov 01 17:37:37 GMT+08:00 2016	01-Nov-2016 17:37:36.908	103.32410316	2.03015224	10.25	10.0	44.0	134.6	-0.74758947	0.5859809	9.701904	0.012709677	1411.5	24.3137264252	36.8999977112	12.941176414489746	95.0	0.0127096772194	Curve Road
219	Tue Nov 01 17:37:38 GMT+08:00 2016	01-Nov-2016 17:37:37.907	103.32418227	2.0300922	10.5	10.0	44.0	129.4	-1.6370354	0.80086046	9.098565	-0.035099328	1367.5	25.0980396271	37.7999992371	12.941176414489746	95.0	-0.0350993275642	Curve Road
220	Tue Nov 01 17:37:39 GMT+08:00 2016	01-Nov-2016 17:37:38.907	103.3242669	2.03003305	11.0	10.0	44.0	126.0	-1.7082629	0.33039984	8.719683	-0.091743544	1358.75	25.490196228	39.5999984741	12.941176414489746	95.0	-0.0917435437441	Curve Road
221	Tue Nov 01 17:37:40 GMT+08:00 2016	01-Nov-2016 17:37:39.907	103.32435907	2.02996696	11.25	11.0	43.0	125.7	-2.180519	1.417966	9.482835	0.02135259	1342.5	26.2745094299	40.5	12.941176414489746	95.0	0.0213525891304	Curve Road
222	Tue Nov 01 17:37:41 GMT+08:00 2016	01-Nov-2016 17:37:40.909	103.32444882	2.0299236	11.0	12.0	43.0	121.2	-2.191293	1.1659763	9.470264	0.016977191	1390.0	27.8431377411	39.5999984741	13.72549057006836	95.0	0.0169771909714	Curve Road
223	Tue Nov 01 17:37:42 GMT+08:00 2016	01-Nov-2016 17:37:41.907	103.32457552	2.02989827	12.0	12.0	41.0	110.8	-0.7350199	1.7070658	10.459669	0.101926744	1712.25	61.1764717102	43.1999969482	23.52941131591797	96.0	0.101926743984	Curve Road
224	Tue Nov 01 17:37:43 GMT+08:00 2016	01-Nov-2016 17:37:42.919	103.32463646	2.02987285	10.5	12.0	40.0	109.0	-1.174356	1.7531542	9.721656	0.033070028	1846.75	61.9607849121	37.7999992371	24.705883026123047	96.0	-0.0556892156601	Curve Road
225	Tue Nov 01 17:37:44 GMT+08:00 2016	01-Nov-2016 17:37:43.907	103.32473138	2.02992369	10.75	11.0	38.0	90.5	-1.6286557	1.6519991	8.689755	-0.06417233	1836.5	61.1764717102	38.7000007629	24.705883026123047	96.0	-0.0641723275185	Curve Road
226	Tue Nov 01 17:37:45 GMT+08:00 2016	01-Nov-2016 17:37:44.908	103.32481749	2.02995505	10.5	11.0	36.0	83.0	-0.7044938	1.70946	11.244369	0.18060714	1834.0	61.1764717102	37.7999992371	24.705883026123047	96.0	0.180607140064	Curve Road
227	Tue Nov 01 17:37:46 GMT+08:00 2016	01-Nov-2016 17:37:45.910	103.32493025	2.02999516	11.0	11.0	36.0	77.5	-0.22146365	1.2838906	9.642648	0.010872126	1838.0	61.9607849121	39.5999984741	24.705883026123047	96.0	0.0108721256256	Curve Road
228	Tue Nov 01 17:37:47 GMT+08:00 2016	01-Nov-2016 17:37:46.908	103.3250266	2.03001623	11.25	11.0	36.0	76.4	-0.12270284	1.3042414	10.025121	0.025233166	1885.25	63.5294113159	40.5	25.882352828979492	96.0	0.0252331662923	Straight Road
229	Tue Nov 01 17:37:48 GMT+08:00 2016	01-Nov-2016 17:37:47.907	103.32512816	2.03001915	11.75	10.0	37.0	75.1	-0.038905777	1.0528502	8.55987	-0.101849794	1903.75	63.1372566223	42.2999992371	26.27450942993164	96.0	-0.101849794388	Straight Road
230	Tue Nov 01 17:37:49 GMT+08:00 2016	01-Nov-2016 17:37:48.915	103.32522725	2.03006631	12.5	10.0	37.0	72.1	1.0947487	1.6316484	10.214862	0.079358995	1944.5	61.5686302185	45.0	26.27450942993164	96.0	0.0793589949608	Straight Road
231	Tue Nov 01 17:37:50 GMT+08:00 2016	01-Nov-2016 17:37:49.911	103.32534261	2.03008135	13.0	10.0	36.0	73.4	-0.007182605	1.6178818	10.559627	0.10797554	2016.75	60.3921585083	46.7999992371	26.27450942993164	96.0	0.107975542545	Straight Road
232	Tue Nov 01 17:37:51 GMT+08:00 2016	01-Nov-2016 17:37:50.909	103.32546591	2.03008858	13.5	10.0	37.0	75.9	1.7489643	1.1031284	9.56304	0.016353965	2033.0	58.4313735962	48.5999984741	23.13725471496582	95.0	0.0163539648056	Straight Road
233	Tue Nov 01 17:37:52 GMT+08:00 2016	01-Nov-2016 17:37:51.907	103.32558879	2.0301056	13.75	10.0	37.0	78.2	0.98820674	0.74519527	9.46847	-0.007603526	1965.0	53.3333358765	49.5	22.352941513061523	95.0	-0.00760352611542	Straight Road
234	Tue Nov 01 17:37:53 GMT+08:00 2016	01-Nov-2016 17:37:52.907	103.3257236	2.03012783	14.25	10.0	39.0	81.9	0.6596026	0.46208093	9.490017	0.0666123	1909.75	40.7843132019	51.2999992371	20.39215660095215	95.0	0.066612303257	Straight Road
235	Tue Nov 01 17:37:54 GMT+08:00 2016	01-Nov-2016 17:37:53.912	103.32586957	2.03015203	14.75	10.0	40.0	84.2	1.0636241	0.18555063	10.86788	0.13229042	1608.0	10.9803924561	53.0999984741	11.764705657958984	95.0	0.132290422916	Straight Road
236	Tue Nov 01 17:37:55 GMT+08:00 2016	01-Nov-2016 17:37:54.920	103.32599239	2.03016407	14.0	10.0	43.0	88.7	1.0073603	0.20111294	9.43914	-0.013123214	1062.0	9.01960754395	50.3999977112	9.803921699523926	95.0	-0.0131232142448	Straight Road
237	Tue Nov 01 17:37:56 GMT+08:00 2016	01-Nov-2016 17:37:55.907	103.32610979	2.03015632	13.5	9.0	43.0	91.7	1.3497312	-0.46567222	10.486604	0.09783369	858.0	11.764705658	48.5999984741	9.803921699523926	95.0	0.0978336930275	Straight Road
238	Tue Nov 01 17:37:57 GMT+08:00 2016	01-Nov-2016 17:37:56.909	103.32622308	2.03015112	12.75	10.0	44.0	94.1	0.7200562	-0.074220255	9.7479925	0.015415072	801.25	12.1568632126	45.8999977112	9.803921699523926	95.0	0.0154150724411	Straight Road
239	Tue Nov 01 17:37:58 GMT+08:00 2016	01-Nov-2016 17:37:57.908	103.32633329	2.03014708	12.25	10.0	44.0	96.5	0.19871874	0.56682724	10.414778	0.082413256	729.25	12.9411764145	44.0999984741	9.803921699523926	95.0	0.0824132561684	Straight Road
240	Tue Nov 01 17:37:59 GMT+08:00 2016	01-Nov-2016 17:37:58.908	103.32641267	2.03011129	10.5	10.0	45.0	104.6	0.12749124	-0.56802434	10.427945	0.083646476	697.25	12.9411764145	37.7999992371	9.803921699523926	95.0	0.0836464762688	Straight Road
241	Tue Nov 01 17:38:00 GMT+08:00 2016	01-Nov-2016 17:37:59.908	103.32650522	2.03008833	10.5	10.0	47.0	105.1	0.11252748	-0.6835446	9.931149	0.033809364	613.0	13.3333339691	37.7999992371	9.803921699523926	95.0	0.033809363842	Straight Road
242	Tue Nov 01 17:38:01 GMT+08:00 2016	01-Nov-2016 17:38:00.909	103.32658716	2.03005294	9.75	11.0	49.0	109.4	-0.30765492	-0.8218097	10.14124	0.056628287	571.25	14.9019613266	35.0999984741	9.803921699523926	95.0	0.0566282868385	Straight Road
243	Tue Nov 01 17:38:02 GMT+08:00 2016	01-Nov-2016 17:38:01.909	103.32662364	2.03004301	7.25	12.0	51.0	110.0	-0.207697	0.10295067	10.805033	0.12068385	650.5	24.7058830261	26.0999984741	9.803921699523926	95.0	0.120683848858	Intersection
244	Tue Nov 01 17:38:03 GMT+08:00 2016	01-Nov-2016 17:38:02.907	103.32663883	2.03004636	4.75	10.0	52.0	110.6	0.31902736	0.427365	9.691729	0.008438349	789.75	20.392156601	17.1000003815	9.803921699523926	95.0	0.00843834877014	Intersection
245	Tue Nov 01 17:38:04 GMT+08:00 2016	01-Nov-2016 17:38:03.907	103.32665966	2.03002799	4.0	11.0	53.0	111.3	0.50397944	0.44951138	9.894038	0.029913127	808.75	20.7843132019	14.3999996185	9.803921699523926	95.0	0.0299131274223	Intersection
246	Tue Nov 01 17:38:05 GMT+08:00 2016	01-Nov-2016 17:38:04.910	103.32671172	2.0299993	4.25	11.0	54.0	114.7	0.18854338	0.36511576	9.689334	0.0075874925	737.5	21.5686283112	15.2999992371	9.803921699523926	95.0	0.00758749246597	Intersection
247	Tue Nov 01 17:38:06 GMT+08:00 2016	01-Nov-2016 17:38:05.907	103.32672476	2.02999928	3.5	12.0	54.0	110.3	0.1400608	0.60333884	9.654019	0.005123079	656.0	24.7058830261	12.5999994278	9.803921699523926	95.0	0.00512307882309	Intersection
248	Tue Nov 01 17:38:07 GMT+08:00 2016	01-Nov-2016 17:38:06.907	103.326724	2.02998957	2.5	12.0	53.0	118.2	0.0005985504	0.700304	9.469068	-0.013117433	681.0	24.7058830261	9.0	9.803921699523926	95.0	-0.0131174325943	Intersection
249	Tue Nov 01 17:38:08 GMT+08:00 2016	01-Nov-2016 17:38:07.907	103.32670547	2.02999509	1.0	12.0	53.0	126.7	0.24839842	1.0163386	9.9473095	0.038590252	684.0	24.3137264252	3.59999990463	9.803921699523926	95.0	0.0385902523994	Intersection
250	Tue Nov 01 17:38:09 GMT+08:00 2016	01-Nov-2016 17:38:08.908	103.32670651	2.02998053	1.0	12.0	53.0	148.4	0.022744916	0.8750807	9.57561	-0.0008227825	684.5	24.3137264252	3.59999990463	9.803921699523926	95.0	-0.000822782516479	Intersection
251	Tue Nov 01 17:38:10 GMT+08:00 2016	01-Nov-2016 17:38:09.911	103.32671813	2.02999305	0.5	13.0	55.0	148.4	0.20530279	3.6978445	9.200318	0.02998513	690.0	24.7058830261	1.79999995232	20.784313201904297	96.0	0.0299851298332	Intersection
252	Tue Nov 01 17:38:11 GMT+08:00 2016	01-Nov-2016 17:38:10.907	103.32673917	2.0299987	1.0	13.0	54.0	92.4	0.49440265	2.2062569	10.007763	0.06487018	1464.75	43.1372566223	3.59999990463	16.47058868408203	96.0	0.0648701786995	Intersection
253	Tue Nov 01 17:38:12 GMT+08:00 2016	01-Nov-2016 17:38:11.908	103.32662961	2.02991411	3.25	13.0	54.0	218.7	0.7374141	3.0214825	9.574412	0.045187652	1568.25	60.3921585083	11.6999998093	23.92156982421875	96.0	0.0451876521111	Intersection
254	Tue Nov 01 17:38:13 GMT+08:00 2016	01-Nov-2016 17:38:12.907	103.32668154	2.02990507	2.75	11.0	56.0	144.7	1.3389573	1.9231426	9.843162	0.05042261	1828.5	60.0	9.89999961853	23.92156982421875	96.0	0.0504226088524	Intersection
255	Tue Nov 01 17:38:14 GMT+08:00 2016	01-Nov-2016 17:38:13.908	103.32670713	2.02988355	3.0	11.0	57.0	155.9	0.80804306	1.7435774	9.384672	-0.004505813	1909.75	58.4313735962	10.7999992371	24.3137264251709	96.0	-0.0045058131218	Intersection
256	Tue Nov 01 17:38:15 GMT+08:00 2016	01-Nov-2016 17:38:14.907	103.32673094	2.02986528	3.0	11.0	57.0	154.1	1.0648212	2.2744915	9.779716	0.04825872	2161.5	56.4705886841	10.7999992371	25.098039627075195	96.0	0.0482587218285	Intersection
257	Tue Nov 01 17:38:16 GMT+08:00 2016	01-Nov-2016 17:38:15.907	103.32674561	2.02983294	3.75	10.0	56.0	170.8	0.077213004	1.9812019	9.4295635	0.0012380481	2631.25	57.254901886	13.5	25.882352828979492	96.0	0.00123804807663	Intersection
258	Tue Nov 01 17:38:17 GMT+08:00 2016	01-Nov-2016 17:38:16.909	103.32672757	2.02977852	7.5	10.0	57.0	196.4	0.09636662	1.7340006	9.983223	0.051941097	1932.5	61.5686302185	27.0	26.666667938232422	96.0	0.0519410967827	Straight Road
259	Tue Nov 01 17:38:18 GMT+08:00 2016	01-Nov-2016 17:38:17.908	103.32672061	2.02973283	7.25	11.0	55.0	197.1	0.21428105	1.6208745	9.41041	-0.0073623657	2002.25	61.1764717102	26.0999984741	27.45098114013672	96.0	-0.00736236572266	Straight Road
260	Tue Nov 01 17:38:19 GMT+08:00 2016	01-Nov-2016 17:38:18.908	103.32667927	2.02964538	9.25	10.0	55.0	201.3	0.17896658	1.1671734	9.355343	-0.01978004	2218.0	61.9607849121	33.2999992371	27.45098114013672	95.0	-0.0197800397873	Straight Road
261	Tue Nov 01 17:38:20 GMT+08:00 2016	01-Nov-2016 17:38:19.907	103.32662919	2.02956319	10.0	11.0	54.0	205.3	-0.1364695	0.6703765	9.127894	-0.047922015	2339.5	55.6862754822	36.0	19.60784339904785	95.0	-0.0479220151901	Straight Road
262	Tue Nov 01 17:38:21 GMT+08:00 2016	01-Nov-2016 17:38:20.907	103.32658734	2.02948455	10.25	12.0	53.0	207.9	0.1592144	1.0001777	10.3226	0.07630509	2366.0	32.5490188599	36.8999977112	18.039215087890625	96.0	0.0763050913811	Straight Road
263	Tue Nov 01 17:38:22 GMT+08:00 2016	01-Nov-2016 17:38:21.908	103.32653805	2.02942446	9.75	13.0	53.0	212.2	-0.12030864	-0.026934769	10.351331	0.07425636	1677.0	23.9215698242	35.0999984741	16.47058868408203	96.0	0.0742563605309	Straight Road
264	Tue Nov 01 17:38:23 GMT+08:00 2016	01-Nov-2016 17:38:22.911	103.3265189	2.02928532	12.25	13.0	52.0	203.2	0.0664391	-0.10414778	9.838373	0.021971285	1681.5	20.0	44.0999984741	12.549019813537598	96.0	0.0219712853432	Straight Road
265	Tue Nov 01 17:38:24 GMT+08:00 2016	01-Nov-2016 17:38:23.920	103.32648008	2.02916946	13.0	12.0	52.0	202.3	0.13467385	0.45908818	9.59177	-0.0020301342	1212.75	8.62745094299	46.7999992371	10.196078300476074	96.0	-0.00203013420105	Straight Road
266	Tue Nov 01 17:38:25 GMT+08:00 2016	01-Nov-2016 17:38:24.909	103.32643816	2.02904191	13.5	12.0	52.0	201.8	-0.13227965	0.25258827	9.581595	-0.0038505197	1045.0	9.80392169952	48.5999984741	9.803921699523926	96.0	-0.00385051965714	Straight Road
267	Tue Nov 01 17:38:26 GMT+08:00 2016	01-Nov-2016 17:38:25.907	103.32638955	2.02891488	13.75	12.0	53.0	202.2	-0.088585466	0.59974754	9.314642	-0.029486239	1198.5	8.23529434204	49.5	9.803921699523926	96.0	-0.0294862389565	Straight Road
268	Tue Nov 01 17:38:27 GMT+08:00 2016	01-Nov-2016 17:38:26.911	103.32635859	2.02879639	13.75	11.0	51.0	203.3	-0.20829555	0.34955344	9.861717	0.025127232	1199.5	8.62745094299	49.5	9.803921699523926	96.0	0.00868064165115	Straight Road
269	Tue Nov 01 17:38:28 GMT+08:00 2016	01-Nov-2016 17:38:27.907	103.3262758	2.02869524	14.0	12.0	51.0	207.1	-0.04309563	-0.24959552	10.071808	0.04601246	1193.0	8.62745094299	50.3999977112	9.803921699523926	96.0	0.0460124611855	Straight Road
270	Tue Nov 01 17:38:29 GMT+08:00 2016	01-Nov-2016 17:38:28.907	103.32623292	2.0285691	14.0	12.0	52.0	204.4	-0.2705448	0.31304187	10.052056	0.044542015	1170.5	8.62745094299	50.3999977112	9.803921699523926	96.0	0.0445420145988	Straight Road
271	Tue Nov 01 17:38:30 GMT+08:00 2016	01-Nov-2016 17:38:29.906	103.32620706	2.02844817	13.5	13.0	55.0	201.2	0.36511576	0.44831428	9.902418	0.030139983	1160.5	9.41176509857	48.5999984741	10.196078300476074	96.0	0.0301399827003	Straight Road
272	Tue Nov 01 17:38:31 GMT+08:00 2016	01-Nov-2016 17:38:30.907	103.32615327	2.02833176	13.75	13.0	59.0	202.4	-0.95109665	0.33159694	9.721058	0.015238583	1139.75	9.41176509857	49.5	10.196078300476074	96.0	0.0152385830879	Straight Road
273	Tue Nov 01 17:38:32 GMT+08:00 2016	01-Nov-2016 17:38:31.910	103.32606821	2.02819877	14.75	13.0	58.0	204.5	0.3657143	-0.23882163	9.928755	0.032084286	1083.0	9.80392169952	53.0999984741	10.196078300476074	96.0	0.0320842862129	Straight Road
274	Tue Nov 01 17:38:33 GMT+08:00 2016	01-Nov-2016 17:38:32.908	103.32601948	2.02810828	13.5	13.0	55.0	205.1	0.13227965	0.1448492	10.5680065	0.09645432	1050.75	9.41176509857	48.5999984741	9.803921699523926	96.0	0.0964543223381	Straight Road
275	Tue Nov 01 17:38:34 GMT+08:00 2016	01-Nov-2016 17:38:33.907	103.32595785	2.02803308	12.5	12.0	54.0	209.0	-0.16160862	-0.33399114	9.033921	-0.059334636	865.25	15.6862745285	45.0	9.803921699523926	96.0	-0.0593346357346	Straight Road
276	Tue Nov 01 17:38:35 GMT+08:00 2016	01-Nov-2016 17:38:34.907	103.32587387	2.02794818	12.5	12.0	52.0	213.1	0.49559975	-1.0354922	9.188946	-0.037026823	953.5	17.254901886	45.0	9.803921699523926	96.0	-0.037026822567	Straight Road
277	Tue Nov 01 17:38:36 GMT+08:00 2016	01-Nov-2016 17:38:35.908	103.32580992	2.02788624	11.25	11.0	54.0	211.9	0.23223756	-1.335366	10.316615	0.079680026	887.5	18.0392150879	40.5	9.803921699523926	96.0	0.0796800255775	Straight Road
278	Tue Nov 01 17:38:37 GMT+08:00 2016	01-Nov-2016 17:38:36.907	103.3257636	2.0278186	9.75	10.0	55.0	212.2	0.12270284	-1.1288661	9.630077	0.0074599385	729.5	20.392156601	35.0999984741	9.803921699523926	96.0	0.00745993852615	Straight Road
279	Tue Nov 01 17:38:38 GMT+08:00 2016	01-Nov-2016 17:38:37.907	103.32573488	2.02774566	8.25	10.0	55.0	211.7	0.12330139	0.24540567	9.98442	0.037164748	663.5	24.3137264252	29.6999988556	9.803921699523926	96.0	0.037164747715	Straight Road
280	Tue Nov 01 17:38:39 GMT+08:00 2016	01-Nov-2016 17:38:38.912	103.32571348	2.02770996	6.75	10.0	55.0	214.0	0.035314474	-0.39145198	9.546879	-0.0069974065	639.75	22.745098114	24.2999992371	9.803921699523926	96.0	-0.0069974064827	Straight Road
281	Tue Nov 01 17:38:40 GMT+08:00 2016	01-Nov-2016 17:38:39.907	103.32568534	2.02766039	6.0	10.0	55.0	213.5	0.0017956513	-1.4155718	9.590573	0.007224202	663.25	24.7058830261	21.5999984741	9.803921699523926	96.0	0.00722420215607	Straight Road
282	Tue Nov 01 17:38:41 GMT+08:00 2016	01-Nov-2016 17:38:40.907	103.32565113	2.02762028	5.0	9.0	54.0	214.7	0.015562311	-1.1695676	9.660006	0.010902286	915.75	18.4313735962	18.0	9.803921699523926	96.0	0.0109022855759	Straight Road
283	Tue Nov 01 17:38:42 GMT+08:00 2016	01-Nov-2016 17:38:41.906	103.32562375	2.02759362	4.0	10.0	53.0	215.5	0.22804771	1.0067618	9.792285	0.022725046	685.5	26.6666679382	14.3999996185	9.803921699523926	96.0	0.022725045681	Straight Road
284	Tue Nov 01 17:38:43 GMT+08:00 2016	01-Nov-2016 17:38:42.908	103.32562708	2.02759397	1.25	9.0	52.0	216.1	0.05925649	0.8265981	9.634866	0.0047736764	671.25	25.882352829	4.5	9.803921699523926	96.0	0.00477367639542	Straight Road
285	Tue Nov 01 17:38:44 GMT+08:00 2016	01-Nov-2016 17:38:43.912	103.32562282	2.02758932	0.75	9.0	53.0	216.1	0.7691373	1.4748282	9.485229	0.0006479025	755.25	29.4117660522	2.69999980927	14.117647171020508	96.0	0.000647902488708	Straight Road
286	Tue Nov 01 17:38:45 GMT+08:00 2016	01-Nov-2016 17:38:44.918	103.32562155	2.02758773	0.75	10.0	52.0	216.1	1.3239936	1.3844471	9.554062	0.012294173	1093.75	50.1960792542	2.69999980927	17.254901885986328	96.0	0.0122941732407	Straight Road
287	Tue Nov 01 17:38:46 GMT+08:00 2016	01-Nov-2016 17:38:45.909	103.32562514	2.02758564	0.5	11.0	53.0	216.1	1.1791444	-0.06943185	9.64145	0.009166598	1093.5	25.0980396271	1.79999995232	12.549019813537598	96.0	0.00916659832001	Straight Road
288	Tue Nov 01 17:38:47 GMT+08:00 2016	01-Nov-2016 17:38:46.908	103.3255933	2.02757178	2.5	11.0	54.0	260.5	0.22146365	-0.092775315	9.52593	-0.00964874	1026.0	17.254901886	9.0	9.803921699523926	96.0	-0.0096487402916	Straight Road
